,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Fulham,46.0,30.0,11.0,5.0,90.0,32.0,101.0,24
1,2,Blackburn Rovers,46.0,26.0,13.0,7.0,76.0,39.0,91.0,24
2,3,Bolton,46.0,24.0,15.0,7.0,76.0,45.0,87.0,24
3,4,Preston North End,46.0,23.0,9.0,14.0,64.0,52.0,78.0,24
4,5,Birmingham City,46.0,23.0,9.0,14.0,59.0,48.0,78.0,24
5,6,West Bromwich,46.0,21.0,11.0,14.0,60.0,52.0,74.0,24
6,7,Burnley,46.0,21.0,9.0,16.0,50.0,54.0,72.0,24
7,8,Wimbledon,46.0,17.0,18.0,11.0,71.0,50.0,69.0,24
8,9,Watford,46.0,20.0,9.0,17.0,76.0,67.0,69.0,24
9,10,Sheffield United,46.0,19.0,11.0,16.0,52.0,49.0,68.0,24
10,11,Nottingham Forest,46.0,20.0,8.0,18.0,55.0,53.0,68.0,24
11,12,Wolverhampton,46.0,14.0,13.0,19.0,45.0,48.0,55.0,24
12,13,Gillingham,46.0,13.0,16.0,17.0,61.0,66.0,55.0,24
13,14,Crewe Alexandra,46.0,15.0,10.0,21.0,47.0,62.0,55.0,24
14,15,Norwich City,46.0,14.0,12.0,20.0,46.0,58.0,54.0,24
15,16,Barnsley,46.0,15.0,9.0,22.0,49.0,62.0,54.0,24
16,17,Sheffield Wed.,46.0,15.0,8.0,23.0,52.0,71.0,53.0,24
17,18,Grimsby Town,46.0,14.0,10.0,22.0,43.0,62.0,52.0,24
18,19,Stockport County,46.0,11.0,18.0,17.0,58.0,65.0,51.0,24
19,20,Portsmouth,46.0,10.0,19.0,17.0,47.0,59.0,49.0,24
20,21,Crystal Palace,46.0,12.0,13.0,21.0,57.0,70.0,49.0,24
21,22,Huddersfield Town,46.0,11.0,15.0,20.0,48.0,57.0,48.0,24
22,23,QPR,46.0,7.0,19.0,20.0,45.0,75.0,40.0,24
23,24,Tranmere Rovers,46.0,9.0,11.0,26.0,46.0,77.0,38.0,24
