,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Portsmouth,46.0,29.0,11.0,6.0,97.0,45.0,98.0,24
1,2,Leicester City,46.0,26.0,14.0,6.0,73.0,40.0,92.0,24
2,3,Sheffield United,46.0,23.0,11.0,12.0,72.0,52.0,80.0,24
3,4,Reading,46.0,25.0,4.0,17.0,61.0,46.0,79.0,24
4,5,Wolverhampton,46.0,20.0,16.0,10.0,81.0,44.0,76.0,24
5,6,Nottingham Forest,46.0,20.0,14.0,12.0,82.0,50.0,74.0,24
6,7,Ipswich Town,46.0,19.0,13.0,14.0,80.0,64.0,70.0,24
7,8,Norwich City,46.0,19.0,12.0,15.0,60.0,49.0,69.0,24
8,9,Millwall,46.0,19.0,9.0,18.0,59.0,69.0,66.0,24
9,10,Wimbledon,46.0,18.0,11.0,17.0,76.0,73.0,65.0,24
10,11,Gillingham,46.0,16.0,14.0,16.0,56.0,65.0,62.0,24
11,12,Preston North End,46.0,16.0,13.0,17.0,68.0,70.0,61.0,24
12,13,Watford,46.0,17.0,9.0,20.0,54.0,70.0,60.0,24
13,14,Crystal Palace,46.0,14.0,17.0,15.0,59.0,52.0,59.0,24
14,15,Rotherham,46.0,15.0,14.0,17.0,62.0,62.0,59.0,24
15,16,Burnley,46.0,15.0,10.0,21.0,65.0,89.0,55.0,24
16,17,Walsall,46.0,15.0,9.0,22.0,57.0,69.0,54.0,24
17,18,Derby County,46.0,15.0,7.0,24.0,55.0,74.0,52.0,24
18,19,Bradford City,46.0,14.0,10.0,22.0,51.0,73.0,52.0,24
19,20,Coventry City,46.0,12.0,14.0,20.0,46.0,62.0,50.0,24
20,21,Stoke City,46.0,12.0,14.0,20.0,45.0,69.0,50.0,24
21,22,Sheffield Wed.,46.0,10.0,16.0,20.0,56.0,73.0,46.0,24
22,23,Brighton & Hove Albion,46.0,11.0,12.0,23.0,49.0,67.0,45.0,24
23,24,Grimsby Town,46.0,9.0,12.0,25.0,48.0,85.0,39.0,24
