,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Wolverhampton,46.0,27.0,9.0,10.0,80.0,52.0,90.0,24
1,2,Birmingham City,46.0,23.0,14.0,9.0,54.0,37.0,83.0,24
2,3,Sheffield United,46.0,22.0,14.0,10.0,64.0,39.0,80.0,24
3,4,Reading,46.0,21.0,14.0,11.0,72.0,40.0,77.0,24
4,5,Burnley,46.0,21.0,13.0,12.0,72.0,60.0,76.0,24
5,6,Preston North End,46.0,21.0,11.0,14.0,66.0,54.0,74.0,24
6,7,Cardiff City,46.0,19.0,17.0,10.0,65.0,53.0,74.0,24
7,8,Swansea City,46.0,16.0,20.0,10.0,63.0,50.0,68.0,24
8,9,Ipswich Town,46.0,17.0,15.0,14.0,62.0,53.0,66.0,24
9,10,QPR,46.0,15.0,16.0,15.0,42.0,44.0,61.0,24
10,11,Sheffield Wed.,46.0,16.0,13.0,17.0,51.0,58.0,61.0,24
11,12,Bristol City,46.0,15.0,16.0,15.0,54.0,54.0,61.0,24
12,13,Watford,46.0,16.0,10.0,20.0,68.0,72.0,58.0,24
13,14,Doncaster Rovers,46.0,17.0,7.0,22.0,42.0,53.0,58.0,24
14,15,Crystal Palace,46.0,15.0,12.0,19.0,52.0,55.0,57.0,24
15,16,Blackpool,46.0,13.0,17.0,16.0,47.0,58.0,56.0,24
16,17,Derby County,46.0,14.0,12.0,20.0,55.0,67.0,54.0,24
17,18,Coventry City,46.0,13.0,15.0,18.0,47.0,58.0,54.0,24
18,19,Nottingham Forest,46.0,13.0,14.0,19.0,50.0,65.0,53.0,24
19,20,Barnsley,46.0,13.0,13.0,20.0,45.0,58.0,52.0,24
20,21,Plymouth Argyle,46.0,13.0,12.0,21.0,44.0,57.0,51.0,24
21,22,Norwich City,46.0,12.0,10.0,24.0,57.0,70.0,46.0,24
22,23,Southampton,46.0,10.0,15.0,21.0,46.0,69.0,45.0,24
23,24,Charlton Athletic,46.0,8.0,15.0,23.0,52.0,74.0,39.0,24
