,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Sunderland ,46.0,29.0,7.0,10.0,76.0,41.0,94.0,24
1,2,Wigan Athletic ,46.0,25.0,12.0,9.0,79.0,35.0,87.0,24
2,3,Ipswich Town ,46.0,24.0,13.0,9.0,85.0,56.0,85.0,24
3,4,Derby County ,46.0,22.0,10.0,14.0,71.0,60.0,76.0,24
4,5,Preston North End ,46.0,21.0,12.0,13.0,67.0,58.0,75.0,24
5,6,West Ham ,46.0,21.0,10.0,15.0,66.0,56.0,73.0,24
6,7,Reading ,46.0,19.0,13.0,14.0,51.0,44.0,70.0,24
7,8,Sheffield United,46.0,18.0,13.0,15.0,57.0,56.0,67.0,24
8,9,Wolverhampton,46.0,15.0,21.0,10.0,72.0,59.0,66.0,24
9,10,Millwall ,46.0,18.0,12.0,16.0,51.0,45.0,66.0,24
10,11,QPR ,46.0,17.0,11.0,18.0,54.0,58.0,62.0,24
11,12,Stoke City ,46.0,17.0,10.0,19.0,36.0,38.0,61.0,24
12,13,Burnley ,46.0,15.0,15.0,16.0,38.0,39.0,60.0,24
13,14,Leeds United ,46.0,14.0,18.0,14.0,49.0,52.0,60.0,24
14,15,Leicester City,46.0,12.0,21.0,13.0,49.0,46.0,57.0,24
15,16,Cardiff City,46.0,13.0,15.0,18.0,48.0,51.0,54.0,24
16,17,Plymouth Argyle ,46.0,14.0,11.0,21.0,52.0,64.0,53.0,24
17,18,Coventry City ,46.0,13.0,13.0,20.0,61.0,73.0,52.0,24
18,19,Watford,46.0,12.0,16.0,18.0,52.0,59.0,52.0,24
19,20,Brighton & Hove Albion ,46.0,13.0,12.0,21.0,40.0,65.0,51.0,24
20,21,Crewe Alexandra ,46.0,12.0,14.0,20.0,66.0,86.0,50.0,24
21,22,Gillingham ,46.0,12.0,14.0,20.0,45.0,66.0,50.0,24
22,23,Nottingham Forest ,46.0,9.0,17.0,20.0,42.0,66.0,44.0,24
23,24,Rotherham ,46.0,5.0,14.0,27.0,35.0,69.0,29.0,24
