,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Norwich City,46.0,28.0,10.0,8.0,79.0,39.0,94.0,24
1,2,West Bromwich,46.0,25.0,11.0,10.0,64.0,42.0,86.0,24
2,3,Sunderland,46.0,22.0,13.0,11.0,62.0,45.0,79.0,24
3,4,West Ham,46.0,19.0,17.0,10.0,67.0,45.0,74.0,24
4,5,Ipswich Town,46.0,21.0,10.0,15.0,84.0,72.0,73.0,24
5,6,Crystal Palace,46.0,21.0,10.0,15.0,72.0,61.0,73.0,24
6,7,Wigan Athletic,46.0,18.0,17.0,11.0,60.0,45.0,71.0,24
7,8,Sheffield United,46.0,20.0,11.0,15.0,65.0,56.0,71.0,24
8,9,Reading,46.0,20.0,10.0,16.0,55.0,57.0,70.0,24
9,10,Millwall,46.0,18.0,15.0,13.0,55.0,48.0,69.0,24
10,11,Stoke City,46.0,18.0,12.0,16.0,58.0,55.0,66.0,24
11,12,Coventry City,46.0,17.0,14.0,15.0,67.0,54.0,65.0,24
12,13,Cardiff City,46.0,17.0,14.0,15.0,68.0,58.0,65.0,24
13,14,Nottingham Forest,46.0,15.0,15.0,16.0,61.0,58.0,60.0,24
14,15,Preston North End,46.0,15.0,14.0,17.0,69.0,71.0,59.0,24
15,16,Watford,46.0,15.0,12.0,19.0,54.0,68.0,57.0,24
16,17,Rotherham,46.0,13.0,15.0,18.0,53.0,61.0,54.0,24
17,18,Crewe Alexandra,46.0,14.0,11.0,21.0,57.0,66.0,53.0,24
18,19,Burnley,46.0,13.0,14.0,19.0,60.0,77.0,53.0,24
19,20,Derby County,46.0,13.0,13.0,20.0,53.0,67.0,52.0,24
20,21,Gillingham,46.0,14.0,9.0,23.0,48.0,67.0,51.0,24
21,22,Walsall,46.0,13.0,12.0,21.0,45.0,65.0,51.0,24
22,23,Bradford City,46.0,10.0,6.0,30.0,38.0,69.0,36.0,24
23,24,Wimbledon,46.0,8.0,5.0,33.0,41.0,89.0,29.0,24
