,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Newcastle,46.0,30.0,12.0,4.0,90.0,35.0,102.0,24
1,2,West Bromwich,46.0,26.0,13.0,7.0,89.0,48.0,91.0,24
2,3,Nottingham Forest,46.0,22.0,13.0,11.0,65.0,40.0,79.0,24
3,4,Cardiff City,46.0,22.0,10.0,14.0,73.0,54.0,76.0,24
4,5,Leicester City,46.0,21.0,13.0,12.0,61.0,45.0,76.0,24
5,6,Blackpool,46.0,19.0,13.0,14.0,74.0,58.0,70.0,24
6,7,Swansea City,46.0,17.0,18.0,11.0,40.0,37.0,69.0,24
7,8,Sheffield United,46.0,17.0,14.0,15.0,62.0,55.0,65.0,24
8,9,Reading,46.0,17.0,12.0,17.0,68.0,63.0,63.0,24
9,10,Bristol City,46.0,15.0,18.0,13.0,56.0,65.0,63.0,24
10,11,Middlesbrough,46.0,16.0,14.0,16.0,58.0,50.0,62.0,24
11,12,Doncaster Rovers,46.0,15.0,15.0,16.0,59.0,58.0,60.0,24
12,13,QPR,46.0,14.0,15.0,17.0,58.0,65.0,57.0,24
13,14,Derby County,46.0,15.0,11.0,20.0,53.0,63.0,56.0,24
14,15,Ipswich Town,46.0,12.0,20.0,14.0,50.0,61.0,56.0,24
15,16,Watford,46.0,14.0,12.0,20.0,61.0,68.0,54.0,24
16,17,Preston North End,46.0,13.0,15.0,18.0,58.0,73.0,54.0,24
17,18,Barnsley,46.0,14.0,12.0,20.0,53.0,69.0,54.0,24
18,19,Coventry City,46.0,12.0,16.0,18.0,46.0,64.0,52.0,24
19,20,Scunthorpe United,46.0,14.0,10.0,22.0,62.0,84.0,52.0,24
20,21,Crystal Palace,46.0,14.0,17.0,15.0,50.0,53.0,49.0,24
21,22,Sheffield Wed.,46.0,11.0,14.0,21.0,49.0,69.0,47.0,24
22,23,Plymouth Argyle,46.0,11.0,8.0,27.0,43.0,68.0,41.0,24
23,24,Peterborough United,46.0,8.0,11.0,27.0,46.0,79.0,35.0,24
