,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Newcastle,46.0,29.0,7.0,10.0,85.0,40.0,94.0,24
1,2,Brighton & Hove Albion,46.0,28.0,9.0,9.0,74.0,40.0,93.0,24
2,3,Reading,46.0,26.0,7.0,13.0,68.0,64.0,85.0,24
3,4,Sheffield Wed.,46.0,24.0,9.0,13.0,60.0,45.0,81.0,24
4,5,Huddersfield Town,46.0,25.0,6.0,15.0,56.0,58.0,81.0,24
5,6,Fulham,46.0,22.0,14.0,10.0,85.0,57.0,80.0,24
6,7,Leeds United,46.0,22.0,9.0,15.0,61.0,47.0,75.0,24
7,8,Norwich City,46.0,20.0,10.0,16.0,85.0,69.0,70.0,24
8,9,Derby County,46.0,18.0,13.0,15.0,54.0,50.0,67.0,24
9,10,Brentford,46.0,18.0,10.0,18.0,75.0,65.0,64.0,24
10,11,Preston North End,46.0,16.0,14.0,16.0,64.0,63.0,62.0,24
11,12,Cardiff City,46.0,17.0,11.0,18.0,60.0,61.0,62.0,24
12,13,Aston Villa,46.0,16.0,14.0,16.0,47.0,48.0,62.0,24
13,14,Barnsley,46.0,15.0,13.0,18.0,64.0,67.0,58.0,24
14,15,Wolverhampton,46.0,16.0,10.0,20.0,54.0,58.0,58.0,24
15,16,Ipswich Town,46.0,13.0,16.0,17.0,48.0,58.0,55.0,24
16,17,Bristol City,46.0,15.0,9.0,22.0,60.0,66.0,54.0,24
17,18,QPR,46.0,15.0,8.0,23.0,52.0,66.0,53.0,24
18,19,Birmingham City,46.0,13.0,14.0,19.0,45.0,64.0,53.0,24
19,20,Burton Albion,46.0,13.0,13.0,20.0,49.0,63.0,52.0,24
20,21,Nottingham Forest,46.0,14.0,9.0,23.0,62.0,72.0,51.0,24
21,22,Blackburn Rovers,46.0,12.0,15.0,19.0,53.0,65.0,51.0,24
22,23,Wigan Athletic,46.0,10.0,12.0,24.0,40.0,57.0,42.0,24
23,24,Rotherham,46.0,5.0,8.0,33.0,40.0,98.0,23.0,24
