,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Manchester City,46.0,31.0,6.0,9.0,108.0,52.0,99.0,24
1,2,West Bromwich,46.0,27.0,8.0,11.0,61.0,29.0,89.0,24
2,3,Wolverhampton,46.0,25.0,11.0,10.0,76.0,43.0,86.0,24
3,4,Millwall,46.0,22.0,11.0,13.0,69.0,48.0,77.0,24
4,5,Birmingham City,46.0,21.0,13.0,12.0,70.0,49.0,76.0,24
5,6,Norwich City,46.0,22.0,9.0,15.0,60.0,51.0,75.0,24
6,7,Burnley,46.0,21.0,12.0,13.0,70.0,62.0,75.0,24
7,8,Preston North End,46.0,20.0,12.0,14.0,71.0,59.0,72.0,24
8,9,Wimbledon,46.0,18.0,13.0,15.0,63.0,57.0,67.0,24
9,10,Crystal Palace,46.0,20.0,6.0,20.0,70.0,62.0,66.0,24
10,11,Coventry City,46.0,20.0,6.0,20.0,59.0,53.0,66.0,24
11,12,Gillingham,46.0,18.0,10.0,18.0,64.0,67.0,64.0,24
12,13,Sheffield United,46.0,15.0,15.0,16.0,53.0,54.0,60.0,24
13,14,Watford,46.0,16.0,11.0,19.0,62.0,56.0,59.0,24
14,15,Bradford City,46.0,15.0,10.0,21.0,69.0,76.0,55.0,24
15,16,Nottingham Forest,46.0,12.0,18.0,16.0,50.0,51.0,54.0,24
16,17,Portsmouth,46.0,13.0,14.0,19.0,60.0,72.0,53.0,24
17,18,Walsall,46.0,13.0,12.0,21.0,51.0,71.0,51.0,24
18,19,Grimsby Town,46.0,12.0,14.0,20.0,50.0,72.0,50.0,24
19,20,Sheffield Wed.,46.0,12.0,14.0,20.0,49.0,71.0,50.0,24
20,21,Rotherham,46.0,10.0,19.0,17.0,52.0,66.0,49.0,24
21,22,Crewe Alexandra,46.0,12.0,13.0,21.0,47.0,76.0,49.0,24
22,23,Barnsley,46.0,11.0,15.0,20.0,59.0,86.0,48.0,24
23,24,Stockport County,46.0,6.0,8.0,32.0,42.0,102.0,26.0,24
