,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Atlético Goianiense,38,22,10,6,60,35,76,20
1,2,Avaí,38,19,9,10,45,34,66,20
2,3,Vasco,38,19,8,11,54,41,65,20
3,4,Bahia,38,18,9,11,57,34,63,20
4,5,Náutico,38,18,6,14,55,43,60,20
5,6,Londrina,38,16,12,10,40,29,60,20
6,7,CRB,38,17,7,14,57,54,58,20
7,8,Criciúma,38,16,8,14,49,46,56,20
8,9,Luverdense,38,13,16,9,43,39,55,20
9,10,Ceará,38,14,12,12,49,47,54,20
10,11,GE Brasil,38,14,12,12,40,38,54,20
11,12,Vila Nova,38,15,8,15,54,52,53,20
12,13,Goiás,38,13,11,14,49,48,50,20
13,14,Paysandu,38,11,16,11,40,44,49,20
14,15,Paraná,38,10,11,17,39,55,41,20
15,16,Oeste,38,8,17,13,32,46,41,20
16,17,Joinville,38,9,13,16,32,42,40,20
17,18,Tupi,38,8,9,21,40,56,33,20
18,19,Bragantino,38,8,8,22,30,54,32,20
19,20,Sampaio Corrêa,38,5,12,21,29,57,27,20
