,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Atlético Mineiro,38,20,11,7,70,39,71,20
1,2,Sport,38,18,10,10,57,36,64,20
2,3,Náutico,38,18,10,10,64,48,64,20
3,4,América-RN,38,19,4,15,59,51,61,20
4,5,Paulista,38,17,10,11,72,51,61,20
5,6,Coritiba,38,16,11,11,64,51,59,20
6,7,Santo André,38,14,14,10,47,45,56,20
7,8,Brasiliense,38,15,8,15,66,51,53,20
8,9,Marília,38,13,11,14,58,58,50,20
9,10,Ituano,38,12,14,12,49,48,50,20
10,11,Gama,38,14,6,18,52,62,48,20
11,12,Remo,38,13,7,18,50,60,46,20
12,13,Avaí,38,12,10,16,36,51,46,20
13,14,Portuguesa,38,11,12,15,47,58,45,20
14,15,Ceará,38,10,15,13,47,56,45,20
15,16,CRB,38,12,8,18,61,67,44,20
16,17,Paysandu,38,12,8,18,51,70,44,20
17,18,Guarani,38,11,14,13,53,61,44,20
18,19,São Raimundo-AM,38,11,10,17,42,59,43,20
19,20,Vila Nova,38,11,9,18,45,68,42,20
