,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Botafogo,38,21,9,8,60,30,72,20
1,2,Santa Cruz,38,20,7,11,63,43,67,20
2,3,Vitória,38,19,9,10,58,40,66,20
3,4,América Mineiro,38,19,8,11,55,39,65,20
4,5,Náutico,38,18,9,11,49,42,63,20
5,6,Bragantino,38,19,3,16,56,56,60,20
6,7,Paysandu,38,17,9,12,49,40,60,20
7,8,Sampaio Corrêa,38,15,13,10,51,43,58,20
8,9,Bahia,38,15,13,10,48,41,58,20
9,10,Luverdense,38,15,9,14,46,40,54,20
10,11,CRB,38,15,9,14,47,45,54,20
11,12,Criciúma,38,12,13,13,36,41,49,20
12,13,Paraná,38,12,11,15,39,43,47,20
13,14,Atlético Goianiense,38,11,13,14,36,46,46,20
14,15,Ceará,38,12,9,17,42,50,45,20
15,16,Oeste,38,10,14,14,37,45,44,20
16,17,Macaé,38,10,13,15,46,54,43,20
17,18,ABC,38,6,14,18,41,64,32,20
18,19,Boa Esporte,38,7,10,21,34,54,31,20
19,20,Mogi Mirim,38,4,11,23,32,69,23,20
