,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Fortaleza,25,16,3,6,45,34,51,40
1,2,Criciúma,25,15,5,5,38,21,50,40
2,3,Paulista,25,15,3,7,48,24,48,40
3,4,Fortaleza,25,13,8,4,46,24,47,40
4,5,Santa Cruz,25,14,4,7,39,20,46,40
5,6,Criciúma,25,12,4,9,49,36,40,40
6,7,Paulista,25,11,6,8,37,27,39,40
7,8,Sport,25,10,8,7,35,32,38,40
8,9,América Mineiro,25,11,5,9,37,35,38,40
9,10,Fortaleza,25,10,6,9,46,35,36,40
10,11,Avaí,25,11,2,12,37,39,35,40
11,12,Santa Cruz,25,10,4,11,36,44,34,40
12,13,Remo,25,9,6,10,35,27,33,40
13,14,Criciúma,25,9,6,10,31,24,33,40
14,15,Criciúma,25,9,6,10,40,35,33,40
15,16,Sport,25,8,9,8,33,35,33,40
16,17,Fortaleza,25,8,9,8,28,30,33,40
17,18,Santa Cruz,25,9,6,10,32,40,33,40
18,19,Avaí,25,9,5,11,38,35,32,40
19,20,América Mineiro,25,9,5,11,34,36,32,40
20,21,Paulista,25,10,2,13,34,37,32,40
21,22,CRB,25,8,6,11,36,60,30,40
22,23,Remo,25,7,4,14,25,50,25,40
23,24,América-RN,25,5,5,15,28,51,20,40
24,25,Mogi Mirim,25,5,4,16,19,44,19,40
25,26,Joinville,25,4,5,16,23,54,17,40
26,27,Ceará,,,,,,,,40
27,28,Caxias,,,,,,,,40
28,29,Vila Nova,,,,,,,,40
29,30,Anapolina,,,,,,,,40
30,31,Londrina,,,,,,,,40
31,32,União São João,,,,,,,,40
32,33,Náutico,,,,,,,,40
33,34,Americano,,,,,,,,40
34,35,São Raimundo-AM,,,,,,,,40
35,36,Botafogo-SP,,,,,,,,40
36,37,Sampaio Corrêa,,,,,,,,40
37,38,Guarany de Sobral,,,,,,,,40
38,39,XV de Piracicaba,,,,,,,,40
39,40,Bragantino,,,,,,,,40
