,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,América Mineiro,38,20,13,5,46,25,73,20
1,2,Internacional,38,20,11,7,54,26,71,20
2,3,Ceará,38,19,10,9,46,32,67,20
3,4,Paraná,38,18,10,10,49,28,64,20
4,5,Londrina,38,18,8,12,56,46,62,20
5,6,Oeste,38,14,17,7,43,31,59,20
6,7,Vila Nova,38,15,13,10,38,30,58,20
7,8,GE Brasil,38,15,6,17,43,50,51,20
8,9,Juventude,38,13,12,13,35,38,51,20
9,10,Boa Esporte,38,12,14,12,40,42,50,20
10,11,Paysandu,38,13,9,16,41,41,48,20
11,12,Figueirense,38,12,12,14,44,49,48,20
12,13,Criciúma,38,12,12,14,41,46,48,20
13,14,Goiás,38,12,9,17,35,46,45,20
14,15,CRB,38,12,9,17,35,50,45,20
15,16,Guarani,38,11,11,16,36,46,44,20
16,17,Luverdense,38,10,14,14,38,40,44,20
17,18,Santa Cruz,38,8,13,17,43,54,37,20
18,19,ABC,38,9,7,22,28,49,34,20
19,20,Náutico,38,8,8,22,29,51,32,20
