,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Goiás,6,3,2,1,5,3,11,34
1,2,Santa Cruz,6,3,1,2,6,5,10,34
2,3,Bahia,6,2,1,3,9,9,7,34
3,4,Vila Nova,6,2,0,4,7,10,6,34
4,5,Ceará,21,13,6,2,33,15,45,34
5,6,Goiás,21,9,10,2,38,23,37,34
6,7,Avaí,21,10,6,5,35,22,36,34
7,8,Bahia,21,9,7,5,30,19,34,34
8,9,América Mineiro,21,9,6,6,33,21,33,34
9,10,Vila Nova,21,9,5,7,25,20,32,34
10,11,Santa Cruz,21,9,5,7,26,29,32,34
11,12,São Caetano,21,9,3,9,22,29,30,34
12,13,São Caetano ,21,8,6,7,23,22,30,34
13,14,Bahia ,21,8,6,7,23,25,30,34
14,15,Goiás ,21,8,5,8,20,24,29,34
15,16,Vila Nova ,21,8,5,8,23,31,29,34
16,17,América Mineiro ,21,7,6,8,28,29,27,34
17,18,Ceará ,21,6,9,6,28,29,27,34
18,19,Avaí ,21,8,2,11,22,25,26,34
19,20,Santa Cruz ,21,7,5,9,40,37,26,34
20,21,XV de Piracicaba ,21,6,8,7,28,25,26,34
21,22,Londrina ,21,6,6,9,27,36,24,34
22,23,CRB ,21,5,9,7,24,28,24,34
23,24,Bragantino ,21,6,4,11,25,31,22,34
24,25,Remo ,21,6,4,11,24,36,22,34
25,26,ABC ,21,2,3,16,12,33,9,34
26,27,Joinville ,,,,,,,,34
27,28,Sampaio Corrêa ,,,,,,,,34
28,29,União São João ,,,,,,,,34
29,30,Criciúma ,,,,,,,,34
30,31,Paysandu ,,,,,,,,34
31,32,América-RN ,,,,,,,,34
32,33,Tuna Luso ,,,,,,,,34
33,34,Desportiva Ferroviária ,,,,,,,,34
