,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Grêmio,6,3,3,0,8,4,12,34
1,2,Santa Cruz,6,3,1,2,7,8,10,34
2,3,Náutico,6,2,0,4,6,6,6,34
3,4,Portuguesa,6,1,2,3,9,12,5,34
4,5,Santa Cruz,21,12,5,4,32,21,13,34
5,6,Grêmio,21,11,2,8,38,28,12,34
6,7,Santo André,21,10,5,6,30,23,10,34
7,8,Avaí,21,9,8,4,32,26,0,34
8,9,Náutico,21,10,4,7,34,25,12,34
9,10,Portuguesa,21,10,4,7,35,27,10,34
10,11,Marília,21,10,3,8,35,34,9,34
11,12,Guarani,21,10,2,9,34,28,4,34
12,13,Santa Cruz,21,10,2,9,28,29,41,34
13,14,Marília,21,9,4,8,33,26,35,34
14,15,Guarani,21,8,5,8,27,22,35,34
15,16,Grêmio,21,8,5,8,28,37,35,34
16,17,Santo André,21,7,7,7,39,35,34,34
17,18,Portuguesa,21,8,4,9,28,33,34,34
18,19,Náutico,21,8,4,9,22,28,33,34
19,20,Avaí,21,7,6,8,35,35,32,34
20,21,Vila Nova,21,8,3,10,29,32,32,34
21,22,Ituano,21,7,4,10,28,33,31,34
22,23,Ceará,21,7,4,10,25,31,29,34
23,24,CRB,21,6,6,9,20,24,29,34
24,25,Paulista,21,6,1,14,24,45,28,34
25,26,Gama,21,4,4,13,19,33,28,34
26,27,São Raimundo-AM,,,,,,,28,34
27,28,Vitória,,,,,,,27,34
28,29,Sport,,,,,,,27,34
29,30,Bahia,,,,,,,25,34
30,31,Anapolina,,,,,,,25,34
31,32,União Barbarense,,,,,,,24,34
32,33,Criciúma,,,,,,,19,34
33,34,Caxias,,,,,,,16,34
