,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Austria Wien,36,19,10,7,51,33,67,10
1,2,Red Bull Salzburg,36,20,3,13,62,42,63,10
2,3,ASKÖ Pasching,36,16,10,10,43,32,58,10
3,4,SV Ried,36,13,13,10,48,47,52,10
4,5,Rapid Wien,36,13,10,13,51,41,49,10
5,6,Grazer AK,36,13,6,17,47,48,45,10
6,7,SV Mattersburg,36,12,8,16,40,54,44,10
7,8,Sturm Graz,36,10,12,14,44,51,42,10
8,9,Wacker Innsbruck,36,10,12,14,44,55,42,10
9,10,Admira Wacker,36,9,6,21,42,69,33,10
