,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Red Bull Salzburg,36,25,6,5,74,24,81,10
1,2,Austria Wien,36,20,3,13,72,50,63,10
2,3,Sturm Graz,36,19,3,14,55,39,60,10
3,4,SCR Altach,36,15,8,13,46,49,53,10
4,5,Rapid Wien,36,12,10,14,52,42,46,10
5,6,Admira Wacker,36,13,7,16,36,55,46,10
6,7,SV Mattersburg,36,12,7,17,39,54,43,10
7,8,Wolfsberger AC,36,11,9,16,40,59,42,10
8,9,SKN St. Pölten,36,9,10,17,41,60,37,10
9,10,SV Ried,36,10,5,21,33,56,35,10
