,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Austria Wien,36,25,7,4,84,31,82,10
1,2,Red Bull Salzburg,36,22,11,3,91,39,77,10
2,3,Rapid Wien,36,16,9,11,57,39,57,10
3,4,Sturm Graz,36,13,9,14,49,56,48,10
4,5,Wolfsberger AC,36,12,11,13,53,56,47,10
5,6,SV Ried,36,13,7,16,60,59,46,10
6,7,SC Wiener Neustadt,36,9,9,18,32,60,36,10
7,8,Wacker Innsbruck,36,11,3,22,41,75,36,10
8,9,Admira Wacker,36,9,8,19,47,68,35,10
9,10,SV Mattersburg,36,9,8,19,36,67,35,10
