,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München ,34,24,5,5,75,33,77,18
1,2,Schalke 04,34,20,3,11,56,46,63,18
2,3,Werder Bremen ,34,18,5,11,68,37,59,18
3,4,Stuttgart,34,17,7,10,54,40,58,18
4,5,Hertha BSC ,34,15,13,6,59,31,58,18
5,6,Bayer Leverkusen ,34,16,9,9,65,44,57,18
6,7,Borussia Dortmund ,34,15,10,9,47,44,55,18
7,8,Hamburger SV ,34,16,3,15,55,50,51,18
8,9,Wolfsburg,34,15,3,16,49,51,48,18
9,10,Hannover 96 ,34,13,6,15,34,36,45,18
10,11,Mainz,34,12,7,15,50,55,43,18
11,12,Kaiserslautern ,34,12,6,16,43,52,42,18
12,13,Arminia Bielefeld ,34,11,7,16,37,49,40,18
13,14,FC Nürnberg,34,10,8,16,55,63,38,18
14,15,Borussia M´gladbach,34,8,12,14,35,51,36,18
15,16,VfL Bochum,34,9,8,17,47,68,35,18
16,17,Hansa Rostock ,34,7,9,18,31,65,30,18
17,18,SC Freiburg ,34,3,9,22,30,75,18,18
