,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Wolfsburg,34,21,6,7,80,41,69,18
1,2,Bayern München ,34,20,7,7,71,42,67,18
2,3,Stuttgart,34,19,7,8,63,43,64,18
3,4,Hertha BSC ,34,19,6,9,48,41,63,18
4,5,Hamburger SV ,34,19,4,11,49,47,61,18
5,6,Borussia Dortmund ,34,15,14,5,60,37,59,18
6,7,TSG Hoffenheim,34,15,10,9,63,49,55,18
7,8,Schalke 04,34,14,8,12,47,35,50,18
8,9,Bayer Leverkusen ,34,14,7,13,59,46,49,18
9,10,Werder Bremen ,34,12,9,13,64,50,45,18
10,11,Hannover 96 ,34,10,10,14,49,69,40,18
11,12,FC Köln,34,11,6,17,35,50,39,18
12,13,Eintracht Frankfurt ,34,8,9,17,39,60,33,18
13,14,VfL Bochum,34,7,11,16,39,55,32,18
14,15,Borussia M´gladbach,34,8,7,19,39,62,31,18
15,16,Energie Cottbus,34,8,6,20,30,57,30,18
16,17,Karlsruher SC ,34,8,5,21,30,54,29,18
17,18,Arminia Bielefeld ,34,4,16,14,29,56,28,18
