,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München ,34,22,9,3,67,32,75,18
1,2,Werder Bremen ,34,21,7,6,79,37,70,18
2,3,Hamburger SV ,34,21,5,8,53,30,68,18
3,4,Schalke 04,34,16,13,5,47,31,61,18
4,5,Bayer Leverkusen ,34,14,10,10,64,49,52,18
5,6,Hertha BSC ,34,12,12,10,52,48,48,18
6,7,Borussia Dortmund ,34,11,13,10,45,42,46,18
7,8,FC Nürnberg,34,12,8,14,49,51,44,18
8,9,Stuttgart,34,9,16,9,37,39,43,18
9,10,Borussia M´gladbach,34,10,12,12,42,50,42,18
10,11,Mainz,34,9,11,14,46,47,38,18
11,12,Hannover 96 ,34,7,17,10,43,47,38,18
12,13,Arminia Bielefeld ,34,10,7,17,32,47,37,18
13,14,Eintracht Frankfurt ,34,9,9,16,42,51,36,18
14,15,Wolfsburg,34,7,13,14,33,55,34,18
15,16,Kaiserslautern ,34,8,9,17,47,71,33,18
16,17,FC Köln,34,7,9,18,49,71,30,18
17,18,MSV Duisburg ,34,5,12,17,34,63,27,18
