,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München,34,29,4,1,98,18,91,18
1,2,Borussia Dortmund,34,19,9,6,81,42,66,18
2,3,Bayer Leverkusen,34,19,8,7,65,39,65,18
3,4,Schalke 04,34,16,7,11,58,50,55,18
4,5,SC Freiburg,34,14,9,11,45,40,51,18
5,6,Eintracht Frankfurt,34,14,9,11,49,46,51,18
6,7,Hamburger SV,34,14,6,14,42,53,48,18
7,8,Borussia M´gladbach,34,12,11,11,45,49,47,18
8,9,Hannover 96,34,13,6,15,60,62,45,18
9,10,FC Nürnberg,34,11,11,12,39,47,44,18
10,11,Wolfsburg,34,10,13,11,47,52,43,18
11,12,Stuttgart,34,12,7,15,37,55,43,18
12,13,Mainz,34,10,12,12,42,44,42,18
13,14,Werder Bremen,34,8,10,16,50,66,34,18
14,15,FC Augsburg,34,8,9,17,33,51,33,18
15,16,TSG Hoffenheim,34,8,7,19,42,67,31,18
16,17,Fortuna Düsseldorf,34,7,9,18,39,57,30,18
17,18,SpVgg Greuther Fürth,34,4,9,21,26,60,21,18
