,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München,34,20,10,4,72,31,70,18
1,2,Schalke 04,34,19,8,7,53,31,65,18
2,3,Werder Bremen,34,17,10,7,71,40,61,18
3,4,Bayer Leverkusen,34,15,14,5,65,38,59,18
4,5,Borussia Dortmund,34,16,9,9,54,42,57,18
5,6,Stuttgart,34,15,10,9,51,41,55,18
6,7,Hamburger SV,34,13,13,8,56,41,52,18
7,8,Wolfsburg,34,14,8,12,64,58,50,18
8,9,Mainz,34,12,11,11,36,42,47,18
9,10,Eintracht Frankfurt,34,12,10,12,47,54,46,18
10,11,TSG Hoffenheim,34,11,9,14,44,42,42,18
11,12,Borussia M´gladbach,34,10,9,15,43,60,39,18
12,13,FC Köln,34,9,11,14,33,42,38,18
13,14,SC Freiburg,34,9,8,17,35,59,35,18
14,15,Hannover 96,34,9,6,19,43,67,33,18
15,16,FC Nürnberg,34,8,7,19,32,58,31,18
16,17,VfL Bochum,34,6,10,18,33,64,28,18
17,18,Hertha BSC,34,5,9,20,34,56,24,18
