,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Real Zaragoza,42.0,25.0,9.0,8.0,73.0,40.0,84.0,28
1,2,Las Palmas,42.0,21.0,19.0,2.0,57.0,27.0,82.0,28
2,3,Valladolid,42.0,24.0,10.0,8.0,63.0,35.0,82.0,28
3,4,Las Palmas,42.0,22.0,12.0,8.0,73.0,47.0,78.0,28
4,5,Real Zaragoza,42.0,21.0,9.0,12.0,65.0,40.0,72.0,28
5,6,Girona,42.0,15.0,16.0,11.0,61.0,58.0,61.0,28
6,7,Real Betis,42.0,16.0,12.0,14.0,55.0,51.0,60.0,28
7,8,Sporting Gijón,42.0,16.0,11.0,15.0,42.0,44.0,59.0,28
8,9,Girona,42.0,15.0,12.0,15.0,41.0,41.0,57.0,28
9,10,Las Palmas,42.0,15.0,11.0,16.0,48.0,42.0,56.0,28
10,11,Valladolid,42.0,12.0,18.0,12.0,44.0,49.0,54.0,28
11,12,Real Zaragoza,42.0,12.0,17.0,13.0,54.0,55.0,53.0,28
12,13,Ponferradina,42.0,14.0,11.0,17.0,49.0,53.0,53.0,28
13,14,Mirandés,42.0,14.0,9.0,19.0,55.0,65.0,51.0,28
14,15,Llagostera,42.0,11.0,16.0,15.0,48.0,56.0,49.0,28
15,16,Leganés,42.0,13.0,9.0,20.0,51.0,64.0,48.0,28
16,17,AD Alcorcón ,42.0,11.0,15.0,16.0,41.0,48.0,48.0,28
17,18,Numancia,42.0,11.0,12.0,19.0,41.0,60.0,45.0,28
18,19,Alavés,42.0,12.0,8.0,22.0,42.0,53.0,44.0,28
19,20,Albacete,42.0,10.0,11.0,21.0,37.0,59.0,41.0,28
20,21,Lugo,42.0,8.0,14.0,20.0,41.0,66.0,38.0,28
21,22,Mallorca,42.0,9.0,9.0,24.0,55.0,83.0,36.0,28
22,23,Tenerife,,,,,,,,28
23,24,Osasuna,,,,,,,,28
24,25,Racing Santander,,,,,,,,28
25,26,Recreativo,,,,,,,,28
26,27,Sabadell,,,,,,,,28
27,28,Barcelona B,,,,,,,,28
