,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Barcelona,38,25,9,4,73,29,84,20
1,2,Real Madrid ,38,25,5,8,71,32,80,20
2,3,Villarreal ,38,18,11,9,69,37,65,20
3,4,Real Betis ,38,16,14,8,62,50,62,20
4,5,Espanyol ,38,17,10,11,54,46,61,20
5,6,Sevilla ,38,17,9,12,44,41,60,20
6,7,Valencia ,38,14,16,8,54,39,58,20
7,8,Deportivo ,38,12,15,11,46,50,51,20
8,9,Athletic ,38,14,9,15,59,54,51,20
9,10,Málaga ,38,15,6,17,40,48,51,20
10,11,Atlético Madrid,38,13,11,14,40,34,50,20
11,12,Real Zaragoza,38,14,8,16,52,57,50,20
12,13,Getafe ,38,12,11,15,38,46,47,20
13,14,Real Sociedad ,38,13,8,17,47,56,47,20
14,15,Osasuna ,38,12,10,16,46,65,46,20
15,16,Racing Santander ,38,12,8,18,41,58,44,20
16,17,Mallorca ,38,10,9,19,42,63,39,20
17,18,Levante ,38,9,10,19,39,58,37,20
18,19,Numancia ,38,6,11,21,30,61,29,20
19,20,Albacete,38,6,10,22,33,56,28,20
