,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Real Madrid,38,32,4,2,121,32,100,20
1,2,Barcelona,38,28,7,3,114,29,91,20
2,3,Valencia,38,17,10,11,59,44,61,20
3,4,Málaga,38,17,7,14,54,53,58,20
4,5,Atlético Madrid,38,15,11,12,53,46,56,20
5,6,Levante,38,16,7,15,54,50,55,20
6,7,Osasuna,38,13,15,10,44,61,54,20
7,8,Mallorca,38,14,10,14,42,46,52,20
8,9,Sevilla,38,13,11,14,48,47,50,20
9,10,Athletic,38,12,13,13,49,52,49,20
10,11,Getafe,38,12,11,15,40,51,47,20
11,12,Real Sociedad,38,12,11,15,46,52,47,20
12,13,Real Betis,38,13,8,17,47,56,47,20
13,14,Espanyol,38,12,10,16,46,56,46,20
14,15,Rayo Vallecano,38,13,4,21,53,73,43,20
15,16,Real Zaragoza,38,12,7,19,36,61,43,20
16,17,Granada,38,12,6,20,35,56,42,20
17,18,Villarreal,38,9,14,15,39,53,41,20
18,19,Sporting Gijón,38,10,7,21,42,69,37,20
19,20,Racing Santander,38,4,15,19,28,63,27,20
