,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Barcelona,38,30,4,4,110,21,94,20
1,2,Real Madrid,38,30,2,6,118,38,92,20
2,3,Atlético Madrid,38,23,9,6,67,29,78,20
3,4,Valencia,38,22,11,5,70,32,77,20
4,5,Sevilla,38,23,7,8,71,45,76,20
5,6,Villarreal,38,16,12,10,48,37,60,20
6,7,Athletic,38,15,10,13,42,41,55,20
7,8,Celta de Vigo,38,13,12,13,47,44,51,20
8,9,Málaga,38,14,8,16,42,48,50,20
9,10,Espanyol,38,13,10,15,47,51,49,20
10,11,Rayo Vallecano,38,15,4,19,46,68,49,20
11,12,Real Sociedad,38,11,13,14,44,51,46,20
12,13,Elche,38,11,8,19,35,62,41,20
13,14,Levante,38,9,10,19,34,67,37,20
14,15,Getafe,38,10,7,21,33,64,37,20
15,16,Deportivo,38,7,14,17,35,60,35,20
16,17,Granada,38,7,14,17,29,64,35,20
17,18,Eibar,38,9,8,21,34,55,35,20
18,19,Almería,38,8,8,22,35,64,32,20
19,20,Córdoba,38,3,11,24,22,68,20,20
