,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Barcelona,38,29,4,5,112,29,91,20
1,2,Real Madrid,38,28,6,4,110,34,90,20
2,3,Atlético Madrid,38,28,4,6,63,18,88,20
3,4,Villarreal,38,18,10,10,44,35,64,20
4,5,Athletic,38,18,8,12,58,45,62,20
5,6,Celta de Vigo,38,17,9,12,51,59,60,20
6,7,Sevilla,38,14,10,14,51,50,52,20
7,8,Málaga,38,12,12,14,38,35,48,20
8,9,Real Sociedad,38,13,9,16,45,48,48,20
9,10,Real Betis,38,11,12,15,34,52,45,20
10,11,Las Palmas,38,12,8,18,45,53,44,20
11,12,Valencia,38,11,11,16,46,48,44,20
12,13,Espanyol,38,12,7,19,40,74,43,20
13,14,Eibar,38,11,10,17,49,61,43,20
14,15,Deportivo,38,8,18,12,45,61,42,20
15,16,Granada,38,10,9,19,46,69,39,20
16,17,Sporting Gijón,38,10,9,19,40,62,39,20
17,18,Rayo Vallecano,38,9,11,18,52,73,38,20
18,19,Getafe,38,9,9,20,37,67,36,20
19,20,Levante,38,8,8,22,37,70,32,20
