,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Real Madrid ,38,23,7,8,66,40,76,20
1,2,Barcelona,38,22,10,6,78,33,76,20
2,3,Sevilla ,38,21,8,9,64,35,71,20
3,4,Valencia ,38,20,6,12,57,42,66,20
4,5,Villarreal ,38,18,8,12,48,44,62,20
5,6,Real Zaragoza,38,16,12,10,55,43,60,20
6,7,Atlético Madrid,38,17,9,12,46,39,60,20
7,8,Recreativo ,38,15,9,14,54,52,54,20
8,9,Getafe ,38,14,10,14,39,33,52,20
9,10,Racing Santander ,38,12,14,12,42,48,50,20
10,11,Espanyol ,38,12,13,13,46,53,49,20
11,12,Mallorca ,38,14,7,17,41,47,49,20
12,13,Deportivo ,38,12,11,15,32,45,47,20
13,14,Osasuna ,38,13,7,18,51,49,46,20
14,15,Levante ,38,10,12,16,37,53,42,20
15,16,Real Betis ,38,8,16,14,36,49,40,20
16,17,Athletic ,38,10,10,18,44,62,40,20
17,18,Celta de Vigo ,38,10,9,19,40,59,39,20
18,19,Real Sociedad ,38,8,11,19,32,47,35,20
19,20,Nàstic ,38,7,7,24,34,69,28,20
