,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Deportivo ,38,21,6,11,66,44,69,20
1,2,Barcelona,38,19,7,12,70,46,64,20
2,3,Valencia ,38,18,10,10,59,39,64,20
3,4,Real Zaragoza,38,16,15,7,60,40,63,20
4,5,Real Madrid ,38,16,14,8,58,48,62,20
5,6,Alavés ,38,17,10,11,41,37,61,20
6,7,Celta de Vigo ,38,15,8,15,45,43,53,20
7,8,Valladolid ,38,14,11,13,36,44,53,20
8,9,Rayo Vallecano ,38,15,7,16,51,53,52,20
9,10,Mallorca ,38,14,9,15,52,45,51,20
10,11,Athletic ,38,12,14,12,47,57,50,20
11,12,Málaga ,38,11,15,12,55,50,48,20
12,13,Espanyol ,38,12,11,15,51,48,47,20
13,14,Real Sociedad ,38,11,14,13,42,49,47,20
14,15,Racing Santander ,38,10,16,12,52,50,46,20
15,16,Numancia ,38,11,12,15,47,59,45,20
16,17,Real Oviedo ,38,11,12,15,44,60,45,20
17,18,Real Betis ,38,11,9,18,33,56,42,20
18,19,Atlético Madrid,38,9,11,18,48,64,38,20
19,20,Sevilla ,38,5,13,20,42,67,28,20
