,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paris SG,38,29,4,5,105,35,91,20
1,2,Lille,38,22,9,7,68,33,75,20
2,3,Lyon,38,21,9,8,70,47,72,20
3,4,Saint-Étienne,38,19,9,10,59,41,66,20
4,5,Marseille,38,18,7,13,60,52,61,20
5,6,Montpellier,38,15,14,9,53,42,59,20
6,7,Nice,38,15,11,12,30,35,56,20
7,8,Stade de Reims,38,13,16,9,39,42,55,20
8,9,Nimes,38,15,8,15,57,58,53,20
9,10,Rennes,38,13,13,12,55,52,52,20
10,11,Strasbourg,38,11,16,11,58,48,49,20
11,12,Nantes,38,13,9,16,48,48,48,20
12,13,Angers,38,10,16,12,44,49,46,20
13,14,Bordeaux,38,10,11,17,34,42,41,20
14,15,Amiens SC,38,9,11,18,31,52,38,20
15,16,Toulouse,38,8,14,16,35,57,38,20
16,17,Monaco,38,8,12,18,38,57,36,20
17,18,Dijon,38,9,7,22,31,60,34,20
18,19,Caen,38,7,12,19,29,54,33,20
19,20,Guingamp,38,5,12,21,28,68,27,20
