,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paris SG,38,25,8,5,69,23,83,20
1,2,Marseille,38,21,8,9,42,36,71,20
2,3,Lyon,38,19,10,9,61,38,67,20
3,4,Nice,38,18,10,10,57,46,64,20
4,5,Saint-Étienne,38,16,15,7,60,32,63,20
5,6,Lille,38,16,14,8,59,40,62,20
6,7,Bordeaux,38,13,16,9,40,34,55,20
7,8,Lorient,38,14,11,13,57,58,53,20
8,9,Montpellier,38,15,7,16,54,51,52,20
9,10,Toulouse,38,13,12,13,49,47,51,20
10,11,Valenciennes,38,12,12,14,49,53,48,20
11,12,Bastia,38,13,8,17,50,66,47,20
12,13,Rennes,38,13,7,18,48,59,46,20
13,14,Stade de Reims,38,10,13,15,33,42,43,20
14,15,Sochaux,38,10,11,17,41,57,41,20
15,16,Evian TG,38,10,10,18,46,53,40,20
16,17,AC Ajaccio,38,9,15,14,39,51,40,20
17,18,Nancy,38,9,11,18,38,58,38,20
18,19,Troyes,38,8,13,17,43,61,37,20
19,20,Brest,38,8,5,25,32,62,29,20
