,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paris SG,38,24,11,3,83,36,83,20
1,2,Lyon,38,22,9,7,72,33,75,20
2,3,Monaco,38,20,11,7,51,26,71,20
3,4,Marseille,38,21,6,11,76,42,69,20
4,5,Saint-Étienne,38,19,12,7,51,30,69,20
5,6,Bordeaux,38,17,12,9,47,44,63,20
6,7,Montpellier,38,16,8,14,46,39,56,20
7,8,Lille,38,16,8,14,43,42,56,20
8,9,Rennes,38,13,11,14,35,42,50,20
9,10,Guingamp,38,15,4,19,41,55,49,20
10,11,Nice,38,13,9,16,44,53,48,20
11,12,Bastia,38,12,11,15,37,46,47,20
12,13,Caen,38,12,10,16,54,55,46,20
13,14,Nantes,38,11,12,15,29,40,45,20
14,15,Stade de Reims,38,12,8,18,47,66,44,20
15,16,Lorient,38,12,7,19,44,50,43,20
16,17,Toulouse,38,12,6,20,43,64,42,20
17,18,Evian TG,38,11,4,23,41,62,37,20
18,19,Metz,38,7,9,22,31,61,30,20
19,20,Lens,38,7,8,23,32,61,29,20
