,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paris SG,38,30,6,2,102,19,96,20
1,2,Lyon,38,19,8,11,67,43,65,20
2,3,Monaco,38,17,14,7,57,50,65,20
3,4,Nice,38,18,9,11,58,41,63,20
4,5,Lille,38,15,15,8,39,27,60,20
5,6,Saint-Étienne,38,17,7,14,42,37,58,20
6,7,Caen,38,16,6,16,39,52,54,20
7,8,Rennes,38,13,13,12,52,54,52,20
8,9,Angers,38,13,11,14,40,38,50,20
9,10,Bastia,38,14,8,16,36,42,50,20
10,11,Bordeaux,38,12,14,12,50,57,50,20
11,12,Montpellier,38,14,7,17,49,47,49,20
12,13,Marseille,38,10,18,10,48,42,48,20
13,14,Nantes,38,12,12,14,33,44,48,20
14,15,Lorient,38,11,13,14,47,58,46,20
15,16,Guingamp,38,11,11,16,47,56,44,20
16,17,Toulouse,38,9,13,16,45,55,40,20
17,18,Stade de Reims,38,10,9,19,44,57,39,20
18,19,GFC Ajaccio,38,8,13,17,37,58,37,20
19,20,Troyes,38,3,9,26,28,83,18,20
