,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,38,22,13,3,56,22,79,20
1,2,Lille ,38,18,13,7,52,29,67,20
2,3,Monaco ,38,15,18,5,52,35,63,20
3,4,Rennes ,38,15,10,13,49,42,55,20
4,5,Marseille ,38,15,10,13,47,42,55,20
5,6,Saint-Étienne ,38,12,17,9,47,34,53,20
6,7,Lens ,38,13,13,12,45,39,52,20
7,8,Auxerre ,38,14,10,14,48,47,52,20
8,9,Paris SG ,38,12,15,11,40,41,51,20
9,10,Sochaux ,38,13,11,14,42,41,50,20
10,11,RC Strasbourg ,38,12,12,14,42,43,48,20
11,12,Nice ,38,10,16,12,38,45,46,20
12,13,Toulouse ,38,12,10,16,36,43,46,20
13,14,AC Ajaccio ,38,10,15,13,36,40,45,20
14,15,Bordeaux,38,8,20,10,37,41,44,20
15,16,Metz ,38,10,14,14,33,45,44,20
16,17,Nantes ,38,10,13,15,33,38,43,20
17,18,Caen ,38,10,12,16,36,60,42,20
18,19,Bastia ,38,11,8,19,32,48,41,20
19,20,Istres FC,38,6,14,18,25,51,32,20
