,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,38,24,7,7,64,26,79,20
1,2,Paris SG ,38,22,10,6,50,28,76,20
2,3,Monaco ,38,21,12,5,59,30,75,20
3,4,Auxerre ,38,19,8,11,60,34,65,20
4,5,Sochaux ,38,18,9,11,54,42,63,20
5,6,Nantes ,38,17,9,12,47,35,60,20
6,7,Marseille ,38,17,6,15,51,45,57,20
7,8,Lens ,38,15,8,15,34,48,53,20
8,9,Rennes ,38,14,10,14,56,44,52,20
9,10,Lille ,38,14,9,15,41,41,51,20
10,11,Nice ,38,11,17,10,42,39,50,20
11,12,Bordeaux,38,13,11,14,40,43,50,20
12,13,RC Strasbourg ,38,10,13,15,43,50,43,20
13,14,Metz ,38,11,9,18,34,42,42,20
14,15,AC Ajaccio ,38,10,10,18,33,55,40,20
15,16,Bastia ,38,9,12,17,33,49,39,20
16,17,Toulouse ,38,9,12,17,31,44,39,20
17,18,Le Mans ,38,9,11,18,35,57,38,20
18,19,Guingamp ,38,10,8,20,36,58,38,20
19,20,Montpellier ,38,8,7,23,41,74,31,20
