,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bordeaux,38,24,8,6,64,34,80,20
1,2,Marseille ,38,22,11,5,67,35,77,20
2,3,Lyon,38,20,11,7,52,29,71,20
3,4,Toulouse ,38,16,16,6,45,27,64,20
4,5,Lille ,38,17,13,8,51,39,64,20
5,6,Paris SG ,38,19,7,12,49,38,64,20
6,7,Rennes ,38,15,16,7,42,34,61,20
7,8,Auxerre ,38,16,7,15,35,35,55,20
8,9,Nice ,38,13,11,14,40,41,50,20
9,10,Lorient ,38,10,15,13,47,47,45,20
10,11,Monaco ,38,11,12,15,41,45,45,20
11,12,Valenciennes ,38,10,14,14,35,42,44,20
12,13,Grenoble ,38,10,14,14,24,37,44,20
13,14,Sochaux ,38,10,12,16,40,48,42,20
14,15,Nancy ,38,10,12,16,38,47,42,20
15,16,Le Mans ,38,10,10,18,43,54,40,20
16,17,Saint-Étienne ,38,11,7,20,40,56,40,20
17,18,Caen ,38,8,13,17,42,49,37,20
18,19,Nantes ,38,9,10,19,33,54,37,20
19,20,Le Havre ,38,7,5,26,30,67,26,20
