,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Monaco,38,30,5,3,107,31,95,20
1,2,Paris SG,38,27,6,5,83,27,87,20
2,3,Nice,38,22,12,4,63,36,78,20
3,4,Lyon,38,21,4,13,80,48,67,20
4,5,Marseille,38,17,11,10,57,41,62,20
5,6,Bordeaux,38,15,14,9,53,43,59,20
6,7,Nantes,38,14,9,15,40,54,51,20
7,8,Saint-Étienne,38,12,14,12,41,42,50,20
8,9,Rennes,38,12,14,12,36,42,50,20
9,10,Guingamp,38,14,8,16,46,53,50,20
10,11,Lille,38,13,7,18,40,47,46,20
11,12,Angers,38,13,7,18,40,49,46,20
12,13,Toulouse,38,10,14,14,37,41,44,20
13,14,Metz,38,11,10,17,39,72,41,20
14,15,Montpellier,38,10,9,19,48,66,39,20
15,16,Dijon,38,8,13,17,46,58,37,20
16,17,Caen,38,10,7,21,36,65,37,20
17,18,Lorient,38,10,6,22,44,70,36,20
18,19,Nancy,38,9,8,21,29,52,35,20
19,20,Bastia,38,8,10,20,29,57,34,20
