,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paços de Ferreira,34,20,9,5,61,43,69,18
1,2,Naval ,34,17,11,6,53,30,62,18
2,3,Est. Amadora,34,17,9,8,47,30,60,18
3,4,FC Marco ,34,13,12,9,51,43,51,18
4,5,CD Aves,34,15,6,13,45,35,51,18
5,6,Leixões ,34,14,8,12,40,33,50,18
6,7,Feirense ,34,14,7,13,45,48,49,18
7,8,Maia ,34,13,10,11,46,36,49,18
8,9,Olhanense ,34,11,11,12,32,32,44,18
9,10,Varzim ,34,11,10,13,37,42,43,18
10,11,FC Felgueiras ,34,11,9,14,37,44,42,18
11,12,Ovarense ,34,11,8,15,40,51,41,18
12,13,FC Alverca,34,11,6,17,28,40,39,18
13,14,Portimonense ,34,10,9,15,40,49,39,18
14,15,Santa Clara ,34,11,6,17,39,50,39,18
15,16,Gondomar SC,34,11,6,17,38,45,39,18
16,17,GD Chaves,34,9,10,15,24,38,37,18
17,18,SC Espinho,34,9,9,16,37,51,36,18
