,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Gil Vicente,30,15,10,5,55,38,55,16
1,2,Feirense,30,17,4,9,41,31,55,16
2,3,Trofense,30,15,9,6,41,27,54,16
3,4,UD Oliveirense,30,12,9,9,36,35,45,16
4,5,FC Arouca,30,11,10,9,47,41,43,16
5,6,Leixões,30,10,12,8,35,27,42,16
6,7,Moreirense,30,10,10,10,36,41,40,16
7,8,CD Aves,30,10,10,10,35,31,40,16
8,9,Santa Clara,30,10,8,12,26,29,38,16
9,10,Estoril Praia,30,9,11,10,36,31,38,16
10,11,Freamunde,30,8,13,9,37,39,37,16
11,12,Belenenses,30,8,11,11,33,36,35,16
12,13,FC Penafiel,30,9,9,12,37,44,33,16
13,14,SC Covilhã,30,9,5,16,32,48,32,16
14,15,Varzim,30,6,13,11,38,47,31,16
15,16,CD Fátima,30,5,8,17,29,49,23,16
