,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Porto,34,24,7,3,54,16,79,18
1,2,Sporting,34,22,6,6,50,24,72,18
2,3,Benfica,34,20,7,7,51,29,67,18
3,4,SC Braga,34,17,7,10,38,22,58,18
4,5,Nacional ,34,14,10,10,40,32,52,18
5,6,Boavista ,34,12,14,8,37,29,50,18
6,7,UD Leiria,34,13,8,13,44,42,47,18
7,8,Vitória FC,34,14,4,16,28,33,46,18
8,9,Est. Amadora,34,12,9,13,31,33,45,18
9,10,Marítimo,34,10,14,10,38,37,44,18
10,11,Paços de Ferreira,34,11,9,14,38,49,42,18
11,12,Gil Vicente ,34,11,7,16,37,42,40,18
12,13,Naval ,34,11,6,17,35,48,39,18
13,14,Académica OAF,34,10,9,15,37,48,39,18
14,15,Belenenses ,34,11,6,17,40,42,39,18
15,16,Rio Ave ,34,8,10,16,34,53,34,18
16,17,Vitória SC,34,8,10,16,28,41,34,18
17,18,FC Penafiel,34,2,9,23,21,61,15,18
