,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Boavista,34,23,8,3,63,22,77,18
1,2,FC Porto,34,24,4,6,73,27,76,18
2,3,Sporting,34,19,5,10,56,37,62,18
3,4,SC Braga,34,16,9,9,58,48,57,18
4,5,UD Leiria,34,15,11,8,46,41,56,18
5,6,Benfica,34,15,9,10,54,44,54,18
6,7,Belenenses,34,14,10,10,43,36,52,18
7,8,Beira-Mar,34,14,7,13,45,49,49,18
8,9,Paços de Ferreira,34,12,12,10,47,39,48,18
9,10,SC Salgueiros,34,13,4,17,41,55,43,18
10,11,Marítimo,34,12,7,15,34,37,43,18
11,12,FC Alverca,34,12,7,15,45,52,43,18
12,13,Farense,34,10,9,15,37,47,39,18
13,14,Gil Vicente,34,10,7,17,34,41,37,18
14,15,Vitória SC,34,9,9,16,41,49,36,18
15,16,Campomaiorense,34,7,11,16,29,58,32,18
16,17,CD Aves,34,4,10,20,31,68,22,18
17,18,Est. Amadora,34,4,7,23,30,57,19,18
