,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Porto,34,25,7,2,63,19,82,18
1,2,Benfica,34,22,8,4,62,28,74,18
2,3,Sporting,34,23,4,7,60,33,73,18
3,4,Nacional ,34,17,5,12,56,35,56,18
4,5,SC Braga,34,15,9,10,36,38,54,18
5,6,Marítimo,34,12,12,10,35,33,48,18
6,7,Rio Ave ,34,12,12,10,42,37,48,18
7,8,Boavista ,34,12,11,11,32,31,47,18
8,9,Moreirense ,34,12,10,12,33,33,46,18
9,10,UD Leiria,34,11,12,11,43,45,45,18
10,11,Beira-Mar ,34,11,8,15,36,45,41,18
11,12,Gil Vicente ,34,10,10,14,43,40,40,18
12,13,Académica OAF,34,11,5,18,40,42,38,18
13,14,Vitória SC,34,9,10,15,31,40,37,18
14,15,Belenenses ,34,8,11,15,35,54,35,18
15,16,FC Alverca,34,10,5,19,33,49,35,18
16,17,Paços de Ferreira,34,8,4,22,27,53,28,18
17,18,Est. Amadora,34,4,5,25,22,74,17,18
