,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Porto,30,22,3,5,65,20,69,16
1,2,Sporting,30,20,8,2,54,15,68,16
2,3,Benfica,30,20,7,3,55,20,67,16
3,4,SC Braga,30,14,8,8,35,30,50,16
4,5,Belenenses ,30,15,4,11,36,29,49,16
5,6,Paços de Ferreira,30,10,12,8,31,36,42,16
6,7,UD Leiria,30,10,11,9,25,27,41,16
7,8,Nacional ,30,11,6,13,41,38,39,16
8,9,Est. Amadora,30,9,8,13,23,36,35,16
9,10,Boavista ,30,8,11,11,32,34,35,16
10,11,Marítimo,30,8,8,14,30,44,32,16
11,12,Naval ,30,7,11,12,28,37,32,16
12,13,Académica OAF,30,6,8,16,28,46,26,16
13,14,Vitória FC,30,5,9,16,21,45,24,16
14,15,Beira-Mar ,30,4,11,15,28,55,23,16
15,16,CD Aves,30,5,7,18,22,42,22,16
