,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Benfica,30,23,5,2,58,18,74,16
1,2,Sporting,30,20,7,3,54,20,67,16
2,3,FC Porto,30,19,4,7,57,25,61,16
3,4,Estoril Praia,30,15,9,6,42,26,54,16
4,5,Nacional,30,11,12,7,43,33,45,16
5,6,Marítimo,30,11,8,11,40,44,41,16
6,7,Vitória FC,30,10,9,11,41,41,39,16
7,8,Académica OAF,30,9,10,11,25,35,37,16
8,9,SC Braga,30,10,7,13,39,37,37,16
9,10,Vitória SC,30,10,5,15,30,35,35,16
10,11,Rio Ave,30,8,8,14,21,35,32,16
11,12,FC Arouca,30,8,7,15,28,42,31,16
12,13,Gil Vicente,30,8,7,15,23,37,31,16
13,14,Belenenses,30,6,10,14,19,33,28,16
14,15,Paços de Ferreira,30,6,6,18,28,59,24,16
15,16,Olhanense,30,6,6,18,21,49,24,16
