,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Sporting,34,23,8,3,57,22,77,18
1,2,FC Porto,34,22,7,5,66,26,73,18
2,3,Benfica,34,21,6,7,58,33,69,18
3,4,Boavista,34,16,7,11,40,31,55,18
4,5,Gil Vicente,34,14,11,9,48,34,53,18
5,6,Marítimo,34,13,11,10,42,36,50,18
6,7,Vitória SC,34,14,6,14,48,43,48,18
7,8,Est. Amadora,34,10,15,9,40,35,45,18
8,9,SC Braga,34,12,7,15,44,45,43,18
9,10,UD Leiria,34,10,12,12,31,35,42,18
10,11,FC Alverca,34,11,8,15,39,48,41,18
11,12,Belenenses,34,9,13,12,36,38,40,18
12,13,Campomaiorense,34,10,6,18,31,51,36,18
13,14,Farense,34,8,11,15,35,60,35,18
14,15,SC Salgueiros,34,9,7,18,30,49,34,18
15,16,Rio Ave,34,8,9,17,34,54,33,18
16,17,Vitória FC,34,9,6,19,25,49,33,18
17,18,Santa Clara,34,7,10,17,35,50,31,18
