,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Benfica,34,19,8,7,51,31,65,18
1,2,FC Porto,34,17,11,6,39,26,62,18
2,3,Sporting,34,18,7,9,66,36,61,18
3,4,SC Braga,34,16,10,8,45,28,58,18
4,5,Vitória SC,34,15,9,10,38,29,54,18
5,6,Boavista ,34,13,11,10,39,43,50,18
6,7,Marítimo,34,12,13,9,39,32,49,18
7,8,Rio Ave ,34,10,17,7,35,35,47,18
8,9,Belenenses ,34,13,7,14,38,34,46,18
9,10,Vitória FC,34,11,11,12,46,45,44,18
10,11,FC Penafiel,34,13,4,17,39,53,43,18
11,12,Nacional ,34,12,5,17,46,48,41,18
12,13,Gil Vicente ,34,11,7,16,34,40,40,18
13,14,Académica OAF,34,9,11,14,29,41,38,18
14,15,UD Leiria,34,8,14,12,29,36,38,18
15,16,Moreirense ,34,7,13,14,30,43,34,18
16,17,Estoril Praia ,34,8,6,20,38,55,30,18
17,18,Beira-Mar ,34,6,12,16,30,56,30,18
