,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Manchester City,38,32,4,2,106,27,100,20
1,2,Manchester United,38,25,6,7,68,28,81,20
2,3,Tottenham,38,23,8,7,74,36,77,20
3,4,Liverpool,38,21,12,5,84,38,75,20
4,5,Chelsea,38,21,7,10,62,38,70,20
5,6,Arsenal,38,19,6,13,74,51,63,20
6,7,Burnley,38,14,12,12,36,39,54,20
7,8,Everton,38,13,10,15,44,58,49,20
8,9,Leicester City,38,12,11,15,56,60,47,20
9,10,Newcastle,38,12,8,18,39,47,44,20
10,11,Crystal Palace,38,11,11,16,45,55,44,20
11,12,AFC Bournemouth,38,11,11,16,45,61,44,20
12,13,West Ham,38,10,12,16,48,68,42,20
13,14,Watford,38,11,8,19,44,64,41,20
14,15,Brighton & Hove Albion,38,9,13,16,34,54,40,20
15,16,Huddersfield Town,38,9,10,19,28,58,37,20
16,17,Southampton,38,7,15,16,37,56,36,20
17,18,Swansea City,38,8,9,21,28,56,33,20
18,19,Stoke City,38,7,12,19,35,68,33,20
19,20,West Bromwich,38,6,13,19,31,56,31,20
