,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Manchester United,38,23,11,4,78,37,80,20
1,2,Chelsea,38,21,8,9,69,33,71,20
2,3,Manchester City,38,21,8,9,60,33,71,20
3,4,Arsenal,38,19,11,8,72,43,68,20
4,5,Tottenham,38,16,14,8,55,46,62,20
5,6,Liverpool,38,17,7,14,59,44,58,20
6,7,Everton,38,13,15,10,51,45,54,20
7,8,Fulham,38,11,16,11,49,43,49,20
8,9,Aston Villa,38,12,12,14,48,59,48,20
9,10,Sunderland,38,12,11,15,45,56,47,20
10,11,West Bromwich,38,12,11,15,56,71,47,20
11,12,Newcastle,38,11,13,14,56,57,46,20
12,13,Stoke City,38,13,7,18,46,48,46,20
13,14,Bolton,38,12,10,16,52,56,46,20
14,15,Blackburn Rovers,38,11,10,17,46,59,43,20
15,16,Wigan Athletic,38,9,15,14,40,61,42,20
16,17,Wolverhampton,38,11,7,20,46,66,40,20
17,18,Birmingham City,38,8,15,15,37,58,39,20
18,19,Blackpool,38,10,9,19,55,78,39,20
19,20,West Ham,38,7,12,19,43,70,33,20
