,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Manchester United,38,28,5,5,83,27,89,20
1,2,Chelsea ,38,24,11,3,64,24,83,20
2,3,Liverpool ,38,20,8,10,57,27,68,20
3,4,Arsenal ,38,19,11,8,63,35,68,20
4,5,Tottenham ,38,17,9,12,57,54,60,20
5,6,Everton,38,15,13,10,52,36,58,20
6,7,Bolton,38,16,8,14,47,52,56,20
7,8,Reading ,38,16,7,15,52,47,55,20
8,9,Portsmouth ,38,14,12,12,45,42,54,20
9,10,Blackburn Rovers,38,15,7,16,52,54,52,20
10,11,Aston Villa ,38,11,17,10,43,41,50,20
11,12,Middlesbrough ,38,12,10,16,44,49,46,20
12,13,Newcastle ,38,11,10,17,38,47,43,20
13,14,Manchester City,38,11,9,18,29,44,42,20
14,15,West Ham ,38,12,5,21,35,59,41,20
15,16,Fulham ,38,8,15,15,38,60,39,20
16,17,Wigan Athletic ,38,10,8,20,37,59,38,20
17,18,Sheffield United,38,10,8,20,32,55,38,20
18,19,Charlton Athletic ,38,8,10,20,34,60,34,20
19,20,Watford,38,5,13,20,29,59,28,20
