,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Grimsby Town,46,25,11,10,84,42,86,30
1,2,Cheltenham Town,46,22,17,7,63,37,83,30
2,3,Lincoln City,46,22,15,9,67,51,81,30
3,4,Grimsby Town,46,22,12,12,64,44,78,30
4,5,Wycombe Wanderers,46,19,15,12,65,53,72,30
5,6,Cheltenham Town,46,18,17,11,72,56,71,30
6,7,Carlisle United,46,15,21,10,65,53,66,30
7,8,Northampton Town,46,16,15,15,58,52,63,30
8,9,Leyton Orient,46,17,11,18,57,49,62,30
9,10,Grimsby Town,46,16,13,17,55,55,61,30
10,11,Cheltenham Town,46,15,16,15,50,60,61,30
11,12,Wycombe Wanderers,46,17,9,20,59,67,60,30
12,13,Lincoln City,46,15,14,17,61,54,59,30
13,14,Darlington,46,14,14,18,66,69,56,30
14,15,Peterborough United,46,14,12,20,53,59,54,30
15,16,Shrewsbury Town,46,13,15,18,59,66,54,30
16,17,Boston United,46,12,18,16,60,71,54,30
17,18,Bristol Rovers,46,12,18,16,44,57,54,30
18,19,Wrexham,46,12,17,17,45,57,53,30
19,20,Rochdale,46,13,13,20,53,66,52,30
20,21,Chester City,46,12,16,18,48,63,52,30
21,22,Mansfield Town,46,11,19,16,57,78,52,30
22,23,Macclesfield Town,46,11,16,19,43,57,49,30
23,24,Barnet,46,11,12,23,44,76,45,30
24,25,Bury,,,,,,,,30
25,26,Torquay United,,,,,,,,30
26,27,Notts County,,,,,,,,30
27,28,Stockport County,,,,,,,,30
28,29,Oxford United,,,,,,,,30
29,30,Rushden & Diamonds,,,,,,,,30
