,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Burton Albion,46,23,15,8,71,40,84,30
1,2,Fleetwood Town,46,20,21,5,68,44,81,30
2,3,Burton Albion,46,24,9,13,69,48,81,30
3,4,Southend United,46,22,10,14,66,52,76,30
4,5,York City,46,19,15,12,56,39,72,30
5,6,Fleetwood Town,46,19,15,12,47,42,72,30
6,7,Chesterfield,46,18,17,11,52,41,71,30
7,8,Scunthorpe United,46,16,14,16,53,50,62,30
8,9,Rochdale,46,15,15,16,53,59,60,30
9,10,Fleetwood Town,46,16,12,18,51,58,60,30
10,11,Southend United,46,15,15,16,49,58,60,30
11,12,Burton Albion,46,13,20,13,59,51,59,30
12,13,York City,46,14,17,15,56,66,59,30
13,14,Oxford United,46,14,16,16,56,59,58,30
14,15,Dag and Red,46,14,15,17,54,56,57,30
15,16,Plymouth Argyle,46,14,14,18,49,57,56,30
16,17,Mansfield Town,46,14,13,19,54,57,55,30
17,18,Bury,46,13,16,17,53,63,55,30
18,19,Portsmouth,46,13,15,18,52,64,54,30
19,20,Newport County,46,14,11,21,50,56,53,30
20,21,Accrington Stanley,46,13,14,19,42,57,53,30
21,22,AFC Wimbledon,46,12,14,20,46,54,50,30
22,23,Exeter City,46,12,14,20,43,54,50,30
23,24,Cheltenham Town,46,12,9,25,42,66,45,30
24,25,Morecambe,,,,,,,,30
25,26,Hartlepool United,,,,,,,,30
26,27,Northampton Town,,,,,,,,30
27,28,Wycombe Wanderers,,,,,,,,30
28,29,Bristol Rovers,,,,,,,,30
29,30,Torquay United,,,,,,,,30
