,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Peterborough United,46,24,13,9,51,30,85,30
1,2,Darlington,46,24,12,10,72,36,84,30
2,3,Hartlepool United,46,25,7,14,63,45,82,30
3,4,Darlington,46,21,16,9,66,36,79,30
4,5,Barnet,46,22,12,12,63,54,78,30
5,6,Peterborough United,46,21,12,13,59,53,75,30
6,7,Swansea City,46,21,9,16,60,49,72,30
7,8,Rotherham,46,20,10,16,50,42,70,30
8,9,Northampton Town,46,19,12,15,62,52,69,30
9,10,Darlington,46,18,14,14,57,54,68,30
10,11,Peterborough United,46,17,16,13,64,46,67,30
11,12,Barnet,46,16,18,12,55,51,66,30
12,13,Hartlepool United,46,18,11,17,66,61,65,30
13,14,Cheltenham Town,46,15,14,17,43,43,59,30
14,15,Torquay United,46,15,14,17,67,69,59,30
15,16,Rochdale,46,15,11,20,53,61,56,30
16,17,Brighton & Hove Albion,46,16,8,22,50,65,56,30
17,18,Plymouth Argyle,46,15,9,22,44,58,54,30
18,19,Macclesfield Town,46,13,13,20,47,52,52,30
19,20,Hull City,46,12,16,18,39,53,52,30
20,21,Lincoln City,46,11,11,24,46,72,44,30
21,22,Southend United,46,9,13,24,40,67,40,30
22,23,Mansfield Town,46,9,12,25,42,75,39,30
23,24,Halifax Town,46,10,9,27,44,79,39,30
24,25,Leyton Orient,,,,,,,,30
25,26,York City,,,,,,,,30
26,27,Exeter City,,,,,,,,30
27,28,Shrewsbury Town,,,,,,,,30
28,29,Carlisle United,,,,,,,,30
29,30,Chester City,,,,,,,,30
