,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Gillingham,46,23,15,8,65,37,84,30
1,2,Shrewsbury Town,46,21,17,8,55,33,80,30
2,3,Rochdale,46,22,13,11,65,50,79,30
3,4,Gillingham,46,21,15,10,63,43,78,30
4,5,Shrewsbury Town,46,21,12,13,58,55,75,30
5,6,Bury,46,19,13,14,70,59,70,30
6,7,Brentford,46,17,18,11,61,44,69,30
7,8,Wycombe Wanderers,46,19,11,16,77,53,68,30
8,9,Exeter City,46,18,13,15,66,55,67,30
9,10,Bury,46,16,15,15,62,57,63,30
10,11,Gillingham,46,15,18,13,53,56,63,30
11,12,Rochdale,46,20,12,14,61,44,62,30
12,13,Shrewsbury Town,46,14,17,15,53,52,59,30
13,14,Dag and Red,46,21,12,13,60,46,58,30
14,15,Bradford City,46,14,12,20,59,80,54,30
15,16,Chesterfield,46,13,11,22,42,59,50,30
16,17,Morecambe,46,11,15,20,56,74,48,30
17,18,Darlington,46,13,9,24,44,66,48,30
18,19,Lincoln City,46,11,14,21,49,69,47,30
19,20,Rotherham,46,13,8,25,45,77,47,30
20,21,Aldershot Town,46,17,12,17,59,51,46,30
21,22,Accrington Stanley,46,9,14,23,51,69,41,30
22,23,Barnet,46,8,13,25,43,81,37,30
23,24,Port Vale,46,13,17,16,58,65,26,30
24,25,Notts County,,,,,,,,30
25,26,Macclesfield Town,,,,,,,,30
26,27,AFC Bournemouth,,,,,,,,30
27,28,Grimsby Town,,,,,,,,30
28,29,Chester City,,,,,,,,30
29,30,Luton Town,,,,,,,,30
