,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bradford City,46,23,14,9,66,39,83,30
1,2,Northampton Town,46,24,7,15,74,59,79,30
2,3,Northampton Town,46,21,15,10,87,52,78,30
3,4,Cheltenham Town,46,22,10,14,70,66,76,30
4,5,Bradford City,46,20,15,11,58,51,75,30
5,6,Burton Albion,46,21,10,15,64,55,73,30
6,7,Gillingham,46,18,15,13,63,52,69,30
7,8,Rotherham,46,18,13,15,60,45,67,30
8,9,Port Vale,46,19,8,19,60,61,65,30
9,10,Burton Albion,46,18,10,18,63,62,64,30
10,11,Cheltenham Town,46,16,13,17,61,55,61,30
11,12,Northampton Town,46,16,13,17,68,70,61,30
12,13,Bradford City,46,15,15,16,55,57,60,30
13,14,Chesterfield,46,16,12,18,60,69,60,30
14,15,Oxford United,46,17,9,20,50,60,60,30
15,16,Exeter City,46,15,13,18,55,61,58,30
16,17,Southend United,46,12,19,15,50,60,55,30
17,18,Rochdale,46,14,12,20,51,68,54,30
18,19,Fleetwood Town,46,13,14,19,55,62,53,30
19,20,Bristol Rovers,46,14,11,21,54,76,53,30
20,21,Wycombe Wanderers,46,13,13,20,46,55,52,30
21,22,Morecambe,46,13,12,21,55,62,51,30
22,23,York City,46,13,12,21,48,58,51,30
23,24,Accrington Stanley,46,11,15,20,42,60,48,30
24,25,Torquay United,,,,,,,,30
25,26,AFC Wimbledon,,,,,,,,30
26,27,Plymouth Argyle,,,,,,,,30
27,28,Dag and Red,,,,,,,,30
28,29,Barnet,,,,,,,,30
29,30,Aldershot Town,,,,,,,,30
