,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Newport County,46,23,16,7,73,43,85,30
1,2,Tranmere Rovers,46,22,13,11,82,56,79,30
2,3,Newport County,46,23,10,13,71,49,79,30
3,4,Mansfield Town,46,20,16,10,69,41,76,30
4,5,Tranmere Rovers,46,20,14,12,68,47,74,30
5,6,Forest Green Rovers,46,20,13,13,63,50,73,30
6,7,Lincoln City,46,20,11,15,59,59,71,30
7,8,Bury,46,20,10,16,65,53,70,30
8,9,MK Dons,46,19,13,14,60,49,70,30
9,10,Mansfield Town,46,20,10,16,59,55,70,30
10,11,Forest Green Rovers,46,20,8,18,67,62,68,30
11,12,Tranmere Rovers,46,19,8,19,60,59,65,30
12,13,Newport County,46,16,16,14,59,56,64,30
13,14,Colchester,46,16,14,16,67,60,62,30
14,15,Exeter City,46,14,19,13,64,63,61,30
15,16,Stevenage,46,15,12,19,57,68,57,30
16,17,Carlisle United,46,16,8,22,45,56,56,30
17,18,Crewe Alexandra,46,14,12,20,54,70,54,30
18,19,Swindon Town,46,15,8,23,51,68,53,30
19,20,Oldham Athletic,46,12,13,21,39,55,49,30
20,21,Northampton Town,46,12,11,23,40,66,47,30
21,22,Cheltenham Town,46,10,14,22,48,74,44,30
22,23,Grimsby Town,46,9,14,23,48,84,41,30
23,24,Morecambe,46,9,13,24,41,66,40,30
24,25,Crawley Town,,,,,,,,30
25,26,Port Vale,,,,,,,,30
26,27,Cambridge United,,,,,,,,30
27,28,Macclesfield Town,,,,,,,,30
28,29,Notts County,,,,,,,,30
29,30,Yeovil Town,,,,,,,,30
