,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lincoln City,46,25,8,13,90,65,83,30
1,2,Southend United,46,22,14,10,69,42,80,30
2,3,Northampton Town,46,24,8,14,62,43,80,30
3,4,Southend United,46,22,12,12,65,46,78,30
4,5,Lincoln City,46,22,9,15,60,49,75,30
5,6,Macclesfield Town,46,20,12,14,64,47,72,30
6,7,Yeovil Town ,46,20,12,14,62,51,72,30
7,8,Scunthorpe United ,46,20,12,14,57,49,72,30
8,9,Swansea City ,46,16,18,12,54,48,66,30
9,10,Southend United ,46,17,14,15,58,52,65,30
10,11,Macclesfield Town ,46,16,15,15,65,67,63,30
11,12,Lincoln City ,46,13,21,12,60,57,60,30
12,13,Northampton Town ,46,15,15,16,56,56,60,30
13,14,Darlington ,46,16,12,18,51,54,60,30
14,15,Rochdale ,46,16,11,19,50,63,59,30
15,16,Wycombe Wanderers ,46,14,16,16,62,58,58,30
16,17,Leyton Orient ,46,14,16,16,54,54,58,30
17,18,Bristol Rovers ,46,14,16,16,51,52,58,30
18,19,Mansfield Town ,46,13,13,20,46,62,52,30
19,20,Cheltenham Town ,46,12,16,18,43,69,52,30
20,21,Oxford United ,46,11,16,19,48,53,49,30
21,22,Boston United ,46,10,14,22,42,63,44,30
22,23,Bury ,46,8,16,22,39,62,40,30
23,24,Grimsby Town ,46,10,8,28,39,85,38,30
24,25,Notts County ,,,,,,,,30
25,26,Chester City ,,,,,,,,30
26,27,Shrewsbury Town ,,,,,,,,30
27,28,Rushden ,,,,,,,,30
28,29,Cambridge United ,,,,,,,,30
29,30,Kidderminster ,,,,,,,,30
