,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Cheltenham Town,46,29,6,11,75,32,93,30
1,2,Crewe Alexandra,46,26,10,10,66,41,88,30
2,3,Crewe Alexandra,46,23,15,8,76,54,84,30
3,4,Southend United,46,25,8,13,77,48,83,30
4,5,Cheltenham Town,46,23,12,11,63,50,81,30
5,6,Torquay United,46,23,8,15,66,50,77,30
6,7,Swindon Town,46,20,12,14,67,59,72,30
7,8,Shrewsbury Town,46,20,10,16,79,62,70,30
8,9,Crawley Town,46,20,9,17,68,60,69,30
9,10,Southend United,46,17,17,12,59,48,68,30
10,11,Torquay United,46,18,13,15,67,63,67,30
11,12,Cheltenham Town,46,19,9,18,54,52,66,30
12,13,Crewe Alexandra,46,15,12,19,60,70,57,30
13,14,Gillingham,46,14,15,17,54,66,57,30
14,15,Port Vale,46,14,14,18,63,57,56,30
15,16,Oxford United,46,15,9,22,62,78,54,30
16,17,Rotherham,46,14,12,20,54,81,54,30
17,18,Aldershot Town,46,12,14,20,54,59,50,30
18,19,Bristol Rovers,46,14,8,24,50,72,50,30
19,20,Accrington Stanley,46,12,12,22,56,79,48,30
20,21,Morecambe,46,10,16,20,47,64,46,30
21,22,AFC Wimbledon,46,12,10,24,52,79,46,30
22,23,Burton Albion,46,10,14,22,50,70,44,30
23,24,Bradford City,46,8,13,25,39,64,37,30
24,25,Dag and Red,,,,,,,,30
25,26,Northampton Town,,,,,,,,30
26,27,Plymouth Argyle,,,,,,,,30
27,28,Barnet,,,,,,,,30
28,29,Hereford,,,,,,,,30
29,30,Macclesfield Town,,,,,,,,30
