,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Blackpool,46,26,9,11,79,40,87,30
1,2,Exeter City,46,26,9,11,71,46,87,30
2,3,Carlisle United,46,25,10,11,85,55,85,30
3,4,Exeter City,46,20,17,9,70,43,77,30
4,5,Blackpool,46,21,8,17,75,56,71,30
5,6,Luton Town,46,18,17,11,69,68,71,30
6,7,Portsmouth,46,18,16,12,69,46,70,30
7,8,Plymouth Argyle,46,19,12,15,67,57,69,30
8,9,Doncaster Rovers,46,19,12,15,58,53,69,30
9,10,Luton Town,46,20,7,19,67,63,67,30
10,11,Exeter City,46,19,9,18,58,50,66,30
11,12,Carlisle United,46,17,15,14,54,50,66,30
12,13,Blackpool,46,17,14,15,59,56,65,30
13,14,Colchester,46,17,11,18,59,63,62,30
14,15,Wycombe Wanderers,46,14,15,17,57,64,57,30
15,16,Stevenage,46,16,8,22,54,76,56,30
16,17,Cambridge United,46,14,13,19,58,67,55,30
17,18,Mansfield Town,46,14,10,22,53,73,52,30
18,19,Accrington Stanley,46,13,12,21,53,71,51,30
19,20,Grimsby Town,46,11,17,18,49,64,50,30
20,21,Barnet,46,12,14,20,49,69,50,30
21,22,Notts County,46,12,12,22,51,73,48,30
22,23,Crewe Alexandra,46,11,13,22,54,75,46,30
23,24,Morecambe,46,10,6,30,47,87,36,30
24,25,Crawley Town,,,,,,,,30
25,26,Yeovil Town,,,,,,,,30
26,27,Cheltenham Town,,,,,,,,30
27,28,Newport County,,,,,,,,30
28,29,Hartlepool United,,,,,,,,30
29,30,Leyton Orient,,,,,,,,30
