,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Rochdale,46,29,10,7,82,37,97,30
1,2,Stockport County,46,28,8,10,84,43,92,30
2,3,Darlington,46,26,10,10,72,41,88,30
3,4,Rochdale,46,24,10,12,72,54,82,30
4,5,Wycombe Wanderers,46,23,11,12,77,54,80,30
5,6,Stockport County,46,22,12,12,67,40,78,30
6,7,MK Dons ,46,22,12,12,56,42,78,30
7,8,Peterborough United,46,19,12,15,76,56,69,30
8,9,Hereford ,46,21,11,14,62,58,64,30
9,10,Stockport County ,46,17,11,18,63,61,62,30
10,11,Rochdale ,46,16,12,18,59,63,60,30
11,12,Darlington ,46,16,12,18,56,63,60,30
12,13,Wycombe Wanderers ,46,16,11,19,58,61,59,30
13,14,Chesterfield ,46,17,8,21,52,70,59,30
14,15,Rotherham ,46,18,4,24,61,77,58,30
15,16,Bradford City ,46,15,10,21,55,66,55,30
16,17,Morecambe ,46,16,3,27,49,83,51,30
17,18,Barnet ,46,12,14,20,56,65,50,30
18,19,Bury ,46,11,17,18,47,64,50,30
19,20,Brentford ,46,13,10,23,49,70,49,30
20,21,Lincoln City,46,10,18,18,37,53,48,30
21,22,Grimsby Town ,46,12,11,23,51,68,47,30
22,23,Accrington Stanley ,46,11,9,26,48,68,42,30
23,24,Shrewsbury Town ,46,10,10,26,38,70,40,30
24,25,Macclesfield Town,,,,,,,,30
25,26,Dag and Red,,,,,,,,30
26,27,Notts County ,,,,,,,,30
27,28,Chester City ,,,,,,,,30
28,29,Mansfield Town ,,,,,,,,30
29,30,Wrexham,,,,,,,,30
