,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Dag and Red,46,27,12,7,96,31,93,30
1,2,Rotherham,46,25,8,13,61,44,83,30
2,3,Aldershot Town,46,25,7,14,82,48,82,30
3,4,Rotherham,46,20,13,13,73,64,73,30
4,5,Dag and Red,46,21,10,15,55,52,73,30
5,6,Morecambe,46,20,12,14,69,56,72,30
6,7,Notts County,46,20,12,14,69,58,72,30
7,8,AFC Bournemouth,46,21,7,18,61,62,70,30
8,9,Rochdale,46,19,12,15,54,59,69,30
9,10,Morecambe,46,17,17,12,61,50,68,30
10,11,Rotherham,46,18,13,15,62,53,67,30
11,12,Aldershot Town,46,17,12,17,55,54,63,30
12,13,Dag and Red,46,17,11,18,71,71,62,30
13,14,Chesterfield,46,16,14,16,59,62,62,30
14,15,Bury,46,18,7,21,62,74,61,30
15,16,Port Vale,46,17,8,21,54,65,59,30
16,17,Northampton Town,46,14,15,17,64,55,57,30
17,18,Shrewsbury Town,46,15,10,21,68,73,55,30
18,19,Burton Albion,46,12,18,16,49,58,54,30
19,20,Bradford City,46,13,11,22,42,65,50,30
20,21,Accrington Stanley,46,12,12,22,47,63,48,30
21,22,Hereford,46,10,18,18,54,71,48,30
22,23,Torquay United,46,9,17,20,45,71,44,30
23,24,Crewe Alexandra,46,8,6,32,33,87,30,30
24,25,Macclesfield Town,,,,,,,,30
25,26,Lincoln City,,,,,,,,30
26,27,Barnet,,,,,,,,30
27,28,Cheltenham Town,,,,,,,,30
28,29,Grimsby Town,,,,,,,,30
29,30,Darlington,,,,,,,,30
