,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Stevenage,46,24,14,8,85,51,86,30
1,2,Torquay United,46,23,12,11,82,50,81,30
2,3,Torquay United,46,22,14,10,69,50,80,30
3,4,Shrewsbury Town,46,22,13,11,72,49,79,30
4,5,Stevenage,46,18,19,9,73,55,73,30
5,6,Accrington Stanley,46,17,18,11,74,53,69,30
6,7,Chesterfield,46,18,15,13,62,45,69,30
7,8,Bury,46,17,17,12,67,57,68,30
8,9,Wycombe Wanderers,46,17,15,14,75,60,66,30
9,10,Shrewsbury Town,46,18,11,17,87,65,65,30
10,11,Accrington Stanley,46,17,14,15,54,49,65,30
11,12,Torquay United,46,17,12,17,58,60,63,30
12,13,Stevenage,46,16,13,17,62,56,61,30
13,14,Gillingham,46,14,19,13,54,54,61,30
14,15,Rotherham,46,14,13,19,59,73,55,30
15,16,Crewe Alexandra,46,12,17,17,50,66,53,30
16,17,Port Vale,46,11,19,16,63,71,52,30
17,18,Oxford United,46,13,13,20,56,77,52,30
18,19,Southend United,46,15,7,24,43,68,52,30
19,20,Aldershot Town,46,12,15,19,56,70,51,30
20,21,Macclesfield Town,46,13,12,21,54,73,51,30
21,22,Hereford,46,12,12,22,58,77,48,30
22,23,Northampton Town,46,13,8,25,45,81,47,30
23,24,Cheltenham Town,46,9,14,23,48,96,41,30
24,25,Bradford City,,,,,,,,30
25,26,Burton Albion,,,,,,,,30
26,27,Morecambe,,,,,,,,30
27,28,Barnet,,,,,,,,30
28,29,Lincoln City,,,,,,,,30
29,30,Stockport County,,,,,,,,30
